CATEGORY,LINK,TITLE,AUTHOR,DATE,PUBLISHED_IN_PRINT
Poetry,https://yalereview.org/article/simon-shieh-at-dinner,At dinner a woman tells a story about her first love in front of her husband who cannot help but interject,Simon Shieh,"September 1, 2022",True
Poetry,https://yalereview.org/article/zaffar-kunial-watershed,Watershed,Zaffar Kunial,"December 6, 2022",True
Poetry,https://yalereview.org/article/carolyn-forche-translation,Translation,Carolyn Forché,"December 6, 2022",True
Poetry,https://yalereview.org/article/lorna-goodison-threnody,Threnody,Lorna Goodison,"December 6, 2022",True
Poetry,https://yalereview.org/article/sullivan-the-toll,The Toll,John Jeremiah Sullivan,"December 6, 2022",True
Poetry,https://yalereview.org/article/wong-may-the-lawn,The Lawn,Wong May,"December 6, 2022",True
Poetry,https://yalereview.org/article/zaffar-kunial-the-last-word,The Last Word,Zaffar Kunial,"December 6, 2022",True
Poetry,https://yalereview.org/article/cathy-park-hong-the-flood,The Flood,Cathy Park Hong,"December 6, 2022",True
Poetry,https://yalereview.org/article/sullivan-the-flight,The Flight,John Jeremiah Sullivan,"December 6, 2022",True
Poetry,https://yalereview.org/article/ishion-hutchinson-anabasis-of-godspeed,The Anabasis of Godspeed,Ishion Hutchinson,"December 6, 2022",True
Poetry,https://yalereview.org/article/wong-may-remembering-the-world,Remembering the World,Wong May,"December 6, 2022",True
Poetry,https://yalereview.org/article/zaffar-kunial-oer,O’er,Zaffar Kunial,"December 6, 2022",True
Poetry,https://yalereview.org/article/kwame-dawes-on-hearing-news,On Hearing News of Another Shot Black Man,Kwame Dawes,"December 6, 2022",True
Poetry,https://yalereview.org/article/wong-may-chickens,Chickens,Wong May,"December 6, 2022",True
Poetry,https://yalereview.org/article/kwame-dawes-after-the-biopsy,After the Biopsy,Kwame Dawes,"December 6, 2022",True
Poetry,https://yalereview.org/article/victoria-chang-untitled-1978,"Untitled, 1978",Victoria Chang,"March 27, 2023",True
Poetry,https://yalereview.org/article/gbenga-adesina-lovers-of-modena,The Lovers of Modena,Gbenga Adesina,"March 27, 2023",True
Poetry,https://yalereview.org/article/landing,Landing,Aleksandar Hemon,"May 19, 2021",True
Poetry,https://yalereview.org/article/tablecloth,The Tablecloth,Giovanni Pascoli,"April 1, 2019",True
Poetry,https://yalereview.org/article/maps-of-states,Maps of States,Terrance Hayes,"May 19, 2021",True
Poetry,https://yalereview.org/article/pay-ourselves-what-to-ourselves-is-debt,Pay Ourselves What to Ourselves Is Debt,Elisa Gonzalez,"May 19, 2021",True
poetry,https://yalereview.org/article/oracle,Oracle,Warren Slesinger,"July 1, 2019",True
poetry,https://yalereview.org/article/my-enemy,My Enemy,David Danoff,"July 1, 2019",True
poetry,https://yalereview.org/article/loose-talk,Loose Talk,Katie Donovan,"July 1, 2019",True
poetry,https://yalereview.org/article/four-days,Four Days,Cornelius Eady,"July 1, 2019",True
Poetry,https://yalereview.org/article/five-prose-poems,Five Prose Poems,Charles Baudelaire,"July 1, 2019",True
Poetry,https://yalereview.org/article/finalists,Finalists,Geoffrey Hill,"July 1, 2019",True
Poetry,https://yalereview.org/article/eleanoir-and-huffs-new-blues-and-gospel,Eleanoir and Huff’s New Blues and Gospel,Nathaniel Mackey,"July 1, 2019",True
poetry,https://yalereview.org/article/eight-radioactive-tableaux-venus-and-adonis,Eight Radioactive Tableaux (with Venus and Adonis),Justin Quinn,"July 1, 2019",True
poetry,https://yalereview.org/article/easier-done,Easier Done,Constantine Contogenis,"July 1, 2019",True
Poetry,https://yalereview.org/article/deep-song,Deep Song,Cornelius Eady,"July 1, 2019",True
poetry,https://yalereview.org/article/clay,Clay,Luis H. Francia,"July 1, 2019",True
Poetry,https://yalereview.org/article/beauty,Beauty,Sara Wallace,"July 1, 2019",True
poetry,https://yalereview.org/article/arcade,Arcade,Esther Schor,"July 1, 2019",True
poetry,https://yalereview.org/article/pax,Pax,Richard Kenney,"July 1, 2019",True
Poetry,https://yalereview.org/article/afterlife,Afterlife,Richard Kenney,"July 1, 2019",True
Poetry,https://yalereview.org/article/when-i-met-sharon-olds-she-told-me-write-poem-about-lbjs-penis,When I Met Sharon Olds She Told Me to Write A Poem About LBJ’s Penis,Sasha Debevec-McKenney,"January 1, 2020",True
Poetry,https://yalereview.org/article/stronger,The Stronger,Sandra Lim,"January 1, 2020",True
Poetry,https://yalereview.org/article/hell-test-seven-springs,The Hell Test (Seven Springs),Daniel Poppick,"January 1, 2020",True
Poetry,https://yalereview.org/article/study-two-figures-agavepentheus,Study of Two Figures (Agave/Pentheus),Monica Youn,"January 1, 2020",True
Poetry,https://yalereview.org/article/sting,Sting,Kevin Young,"January 1, 2020",True
Poetry,https://yalereview.org/article/sestina-where-every-end-word-lyndon-johnson,Sestina Where Every End Word Is Lyndon Johnson,Sasha Debevec-McKenney,"January 1, 2020",True
Poetry,https://yalereview.org/article/san-francisco,San Francisco,Sandra Lim,"January 1, 2020",True
Poetry,https://yalereview.org/article/nostos,Nostos,Aria Aber,"January 1, 2020",True
Poetry,https://yalereview.org/article/leviathan,Leviathan,Vidyan Ravinthiran,"January 1, 2020",True
Poetry,https://yalereview.org/article/information-desk,Information Desk,Robyn Schiff,"January 1, 2020",True
Poetry,https://yalereview.org/article/halter,Halter,Kevin Young,"January 1, 2020",True
From the Archives,https://yalereview.org/article/dedication,Dedication,Rita Dove,,True
Poetry,https://yalereview.org/article/greenish-picture,Greenish Picture,Margaret Ross,"January 1, 2020",True
,https://yalereview.org/article/worry,Worry,Vidyan Ravinthiran,"January 1, 2020",True
Poetry,https://yalereview.org/article/alain,For Alain,Anaïs Duplan,"January 1, 2020",True
poetry,https://yalereview.org/article/prodigal,Prodigal,Deborah Diemont,"July 1, 2019",True
poetry,https://yalereview.org/article/sestina,Sestina,William Virgil Davis,"July 1, 2019",True
Poetry,https://yalereview.org/article/duchess-malfi,The Duchess of Malfi,Barry Goldensohn,"April 1, 2019",True
Poetry,https://yalereview.org/article/storm-warning,Storm Warning,Randy Blasing,"April 1, 2019",True
Poetry,https://yalereview.org/article/something-forced,Something Forced,Benjamin S. Grossberg,"April 1, 2019",True
Poetry,https://yalereview.org/article/some-letters-cabeza-de-vaca-shipwrecked-texas-shore-1528,"Some Letters to Cabeza de Vaca, Shipwrecked on the Texas Shore, 1528",Kevin Honold,"April 1, 2019",True
Poetry,https://yalereview.org/article/rough-plaster,Rough Plaster,Bernard O’Donoghue,"April 1, 2019",True
Poetry,https://yalereview.org/article/revenge,Revenge,Nathaniel Hutner,"April 1, 2019",True
Poetry,https://yalereview.org/article/midwinter-letter,Midwinter Letter,Geoffrey Brock,"April 1, 2019",True
Poetry,https://yalereview.org/article/i-was-waiting-you-outside-post-office,I Was Waiting for You Outside the Post Office,Jessica Greenbaum,"April 1, 2019",True
Poetry,https://yalereview.org/article/how-much-i-love-you,How Much I Love You,Peter Balakian,"April 1, 2019",True
Poetry,https://yalereview.org/article/five-goldfinches,Five Goldfinches,Karl Kirchwey,"April 1, 2019",True
Poetry,https://yalereview.org/article/ernest-lawrence,Ernest Lawrence,John Canaday,"April 1, 2019",True
Poetry,https://yalereview.org/article/elegy-october,Elegy in October,Frannie Lindsay,"April 1, 2019",True
Poetry,https://yalereview.org/article/dissonance,Dissonance,Barry Goldensohn,"April 1, 2019",True
poetry,https://yalereview.org/article/ring,Ring,Debora Lidov,"July 1, 2019",True
Poetry,https://yalereview.org/article/dear-millennium-edible-blossoms-and-unborn,"Dear Millennium, of Edible Blossoms and the Unborn",Karen An-hwei Lee,"April 1, 2019",True
Poetry,https://yalereview.org/article/chorus-birds,"Chorus from ""The Birds""",Derek Mahon,"April 1, 2019",True
Poetry,https://yalereview.org/article/chaos-theory,Chaos Theory,Barry Goldensohn,"April 1, 2019",True
Poetry,https://yalereview.org/article/cassandra-san-francisco,Cassandra in San Francisco,Henry Sloss,"April 1, 2019",True
Poetry,https://yalereview.org/article/bulgur,Bulgur,Peter Balakian,"April 1, 2019",True
Poetry,https://yalereview.org/article/baggy-arsed-country,Baggy-arsed country,Jacques Moulin,"April 1, 2019",True
Poetry,https://yalereview.org/article/old-theme,An Old Theme,Derek Mahon,"April 1, 2019",True
poetry,https://yalereview.org/article/its-complicated,“It’s Complicated”,Catherine Stearns,"July 1, 2019",True
poetry,https://yalereview.org/article/southwest-part-truth,The Southwest Part of the Truth,Ioanna Carlsen,"July 1, 2019",True
poetry,https://yalereview.org/article/reef,The Reef,Rachel Trousdale,"July 1, 2019",True
Poetry,https://yalereview.org/article/nights-cascade,The Night’s Cascade,Garrett Hongo,"July 1, 2019",True
poetry,https://yalereview.org/article/sunday-george,Sunday with George,Elisabeth Murawski,"July 1, 2019",True
Poetry,https://yalereview.org/article/summer-visitation,Summer Visitation,Eamon Grennan,"July 1, 2019",True
poetry,https://yalereview.org/article/shadow,Shadow,Morri Creech,"July 1, 2019",True
Poetry,https://yalereview.org/article/d-and-dog,D. and Dog,Lynne Potts,"April 1, 2019",True
Poetry,https://yalereview.org/article/first-snow,First Snow,Aria Aber,"January 1, 2020",True
Poetry,https://yalereview.org/article/dont-let-me-down,Don’t Let Me Down,Sarah Trudgeon,"January 1, 2020",True
Poetry,https://yalereview.org/article/ceremony,Ceremony,Margaret Ross,"January 1, 2020",True
Poetry,https://yalereview.org/article/appointment,Appointment,Dana Levin,"June 1, 2020",True
Poetry,https://yalereview.org/article/after-three-years,After Three Years,Jeffrey Gray,"June 1, 2020",True
Pandemic Files,https://yalereview.org/article/after-apocalypse,After the Apocalypse,Ama Codjoe,"June 4, 2020",True
Pandemic Files,https://yalereview.org/article/trading-riffs-slay-monsters,Trading Riffs to Slay Monsters,Yusef Komunyakaa,"June 12, 2020",True
Poetry,https://yalereview.org/article/yesterday-i-saw-dog-tideline,Yesterday I Saw a Dog at the Tideline,Krystyna Dabrowska,"September 1, 2020",True
Poetry,https://yalereview.org/article/twenty-first-century,The Twenty-First Century,Jacob Eigen,"September 1, 2020",True
Poetry,https://yalereview.org/article/southern-hemisphere,The Southern Hemisphere,Jacob Eigen,"September 1, 2020",True
Poetry,https://yalereview.org/article/song,Song,Hannah Hirsh,"September 1, 2020",True
Poetry,https://yalereview.org/article/rat-among-pines,Rat Among the Pines,Roger Reeves,"September 1, 2020",True
Poetry,https://yalereview.org/article/photograph,Photograph,Armen Davoudian,"September 1, 2020",True
Poetry,https://yalereview.org/article/only-portions-map-still-legibly-survive,Only Portions of the Map Still Legibly Survive,Carl Phillips,"September 1, 2020",True
Poetry,https://yalereview.org/article/october,October,Jacob Eigen,"September 1, 2020",True
Poetry,https://yalereview.org/article/mushmoufs-maybe-crown,Mushmouf’s Maybe-Crown,Phillip B. Williams,"September 1, 2020",True
Poetry,https://yalereview.org/article/edge-mind,At the Edge of Mind,Adriana Socoski,"June 1, 2020",True
Poetry,https://yalereview.org/article/midges,Midges,Jake Crist,"September 1, 2020",True
Poetry,https://yalereview.org/article/here-there,Here & There,Will Frazier,"September 1, 2020",True
Poetry,https://yalereview.org/article/elevator-closed-elevator-open,"Elevator Closed, Elevator Open",Matthea Harvey,"September 1, 2020",True
Poetry,https://yalereview.org/article/boethius-body,Boethius’ Body,Jacob Eigen,"September 1, 2020",True
Poetry,https://yalereview.org/article/rain-comes-down-harder,As the Rain Comes Down Harder,Carl Phillips,"September 1, 2020",True
Poetry,https://yalereview.org/article/account,An Account,Tomas Unger,"September 1, 2020",True
Poetry,https://yalereview.org/article/after-death,After Death,Roger Reeves,"September 1, 2020",True
Poetry,https://yalereview.org/article/celebration,Celebration,Mark Bibbins,"September 23, 2020",True
Poetry,https://yalereview.org/article/jonah-mixon-webster-promise-threat-poem,The Promise of Threat,Jonah Mixon-Webster,"December 1, 2020",True
Poetry,https://yalereview.org/article/wood-working-at-the-end-of-the-world,Wood Working at the End of the World,Ocean Vuong,"May 19, 2021",True
Poetry,https://yalereview.org/article/thirty-third-year,Thirty-Third Year,Charif Shanahan,"May 19, 2021",True
Poetry,https://yalereview.org/article/thirty-six-silos,Thirty-Six Silos,David Baker,"May 19, 2021",True
Poetry,https://yalereview.org/article/the-last-prom-queen-in-antarctica,The Last Prom Queen in Antarctica,Ocean Vuong,"May 19, 2021",True
Poetry,https://yalereview.org/article/ten-lyric-pieces,Ten Lyric Pieces,Sara Nicholson,"May 19, 2021",True
Poetry,https://yalereview.org/article/if-cure-aids,"If the Cure for AIDS,",Linda Gregerson,"September 1, 2020",True
Poetry,https://yalereview.org/article/blue-shift,Blue Shift,Fady Joudah,"June 1, 2020",True
Poetry,https://yalereview.org/article/math-campers,From The Math Campers,Dan Chiasson,"June 1, 2020",True
Poetry,https://yalereview.org/article/german-cities,German Cities,Richie Hofmann,"June 1, 2020",True
Poetry,https://yalereview.org/article/blood,Blood,Margaret Ross,"January 1, 2020",True
Poetry,https://yalereview.org/article/bent-lyre,Bent Lyre,Sandra Lim,"January 1, 2020",True
Poetry,https://yalereview.org/article/folio-new-direction-american-poetry,A New Direction in American Poetry,,"January 1, 2020",True
Poetry,https://yalereview.org/article/waiting-rain,Waiting for the Rain,Angela Gardner,"April 1, 2020",True
Poetry,https://yalereview.org/article/hastily-assembled-angel-care-and-vitality,The Hastily Assembled Angel on Care and Vitality,Shane McCrae,"April 1, 2020",True
Poetry,https://yalereview.org/article/hastily-assembled-angel-meets-god-human-freedom,The Hastily Assembled Angel Meets the God of Human Freedom,Shane McCrae,"April 1, 2020",True
Poetry,https://yalereview.org/article/bees,The Bees,Victoria Chang,"April 1, 2020",True
Poetry,https://yalereview.org/article/song-day-glo-jelly,Song with Day Glo & Jelly,Tess Taylor,"April 1, 2020",True
Poetry,https://yalereview.org/article/salonica,Salonica,Paul Muldoon,"April 1, 2020",True
Poetry,https://yalereview.org/article/no-exit,No Exit,Jenny Xie,"April 1, 2020",True
Poetry,https://yalereview.org/article/native-tongue,Native Tongue,Carlos Andrés Gómez,"April 1, 2020",True
Poetry,https://yalereview.org/article/meeting,Meeting,Vijay Seshadri,"April 1, 2020",True
Poetry,https://yalereview.org/article/jim-limber-burning-where-no-fire,Jim Limber Burning Where No Fire Is,Shane McCrae,"April 1, 2020",True
Poetry,https://yalereview.org/article/search-0,In Search of,Jenny Xie,"April 1, 2020",True
Poetry,https://yalereview.org/article/guilt,Guilt,Victoria Chang,"April 1, 2020",True
Poetry,https://yalereview.org/article/drachma,Drachma,Laura Kasischke,"April 1, 2020",True
Poetry,https://yalereview.org/article/double-major,Double Major,Major Jackson,"April 1, 2020",True
Poetry,https://yalereview.org/article/birding,Birding,Vijay Seshadri,"April 1, 2020",True
Poetry,https://yalereview.org/article/after-callimachus,After Callimachus,Stephanie Burt,"April 1, 2020",True
Poetry,https://yalereview.org/article/dolls-house,A Doll’s House,Laura Kasischke,"April 1, 2020",True
Pandemic Files,https://yalereview.org/article/wound-is-the-origin-of-wonder,Wound is the Origin of Wonder,Maya C. Popa,"May 14, 2020",True
Poetry,https://yalereview.org/article/spring,Spring,Maya C. Popa,"May 14, 2020",True
Poetry,https://yalereview.org/article/trumpet,Trumpet,Emily Fragos,"June 1, 2020",True
Poetry,https://yalereview.org/article/what-survival-looks,This Is What Survival Looks Like,Jane Wong,"June 1, 2020",True
Poetry,https://yalereview.org/article/lord-rejoiced,The Lord Rejoiced,Adriana Socoski,"June 1, 2020",True
Poetry,https://yalereview.org/article/rilke-poem,Rilke Poem,Richie Hofmann,"June 1, 2020",True
Poetry,https://yalereview.org/article/looking-beneath-sentences-wing-1989,Looking Beneath the Sentence’s Wing; 1989,Wendy Xu,"June 1, 2020",True
Poetry,https://yalereview.org/article/looking-medieval-art,Looking at Medieval Art,Richie Hofmann,"June 1, 2020",True
Poetry,https://yalereview.org/article/last-air,Last Air,Jeffrey Gray,"June 1, 2020",True
Poetry,https://yalereview.org/article/patronage,Patronage,Solmaz Sharif,"May 19, 2021",True
From The Archives,https://yalereview.org/article/jorie-graham-event-horizon,Event Horizon,Jorie Graham,,True
